,Fare,Name,Age Group,Pclass,Sex,Survived,GroupSize,CabinDeck
974,7.8958,"Demetri, Mr. Marinko",2,3,0,,1,F
975,10.7083,"Lamb, Mr. John Joseph",2,2,0,,1,F
976,14.4542,"Khalil, Mr. Betros",2,3,0,,2,F
977,7.8792,"Barry, Miss. Julia",2,3,1,,1,F
978,8.05,"Badman, Miss. Emily Louisa",2,3,1,,1,F
979,7.75,"O'Donoghue, Ms. Bridget",2,3,1,,1,F
980,23.0,"Wells, Master. Ralph Lester",0,2,0,,3,G
981,13.9,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",2,3,1,,2,G
982,7775,"Pedersen, Mr. Olaf",2,3,0,,1,F
983,52.0,"Davidson, Mrs. Thornton (Orian Hays)",2,1,1,,2,B
984,8.05,"Guest, Mr. Robert",2,3,0,,1,F
985,26.0,"Birnbaum, Mr. Jakob",2,1,0,,1,E
986,7.7958,"Tenglin, Mr. Gunnar Isidor",2,3,0,,1,F
987,78.85,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",3,1,1,,3,C
988,7925,"Makinen, Mr. Kalle Edvard",2,3,0,,1,F
989,7.8542,"Braf, Miss. Elin Ester Maria",2,3,1,,1,F
990,8.05,"Nancarrow, Mr. William Henry",2,3,0,,1,F
991,55.4417,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",2,1,1,,2,C
992,26.0,"Weisz, Mr. Leopold",2,2,0,,2,F
993,7.75,"Foley, Mr. William",2,3,0,,1,F
994,7775,"Johansson Palmquist, Mr. Oskar Leander",2,3,0,,1,F
995,8.5167,"Thomas, Mrs. Alexander (Thamine Thelma"")""",1,3,1,,2,G
996,22525,"Holthen, Mr. Johan Martin",2,3,0,,3,F
997,7.8208,"Buckley, Mr. Daniel",2,3,0,,1,F
998,7.75,"Ryan, Mr. Edward",2,3,0,,1,F
999,8.7125,"Willer, Mr. Aaron (Abi Weller"")""",2,3,0,,1,E
1000,13.0,"Swane, Mr. George",2,2,0,,1,F
1001,15.0458,"Stanton, Mr. Samuel Ward",2,2,0,,1,D
1002,7.7792,"Shine, Miss. Ellen Natalia",2,3,1,,1,F
1003,31.6792,"Evans, Miss. Edith Corse",2,1,1,,1,A
1004,7.2833,"Buckley, Miss. Katherine",2,3,1,,1,F
1005,221.7792,"Straus, Mrs. Isidor (Rosalie Ida Blun)",2,1,1,,4,C
1006,14.4542,"Chronopoulos, Mr. Demetrios",2,3,0,,2,F
1007,6.4375,"Thomas, Mr. John",2,3,0,,1,G
1008,16.7,"Sandstrom, Miss. Beatrice Irene",0,3,1,,3,G
1009,75.2417,"Beattie, Mr. Thomson",2,1,0,,2,C
1010,26.0,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",2,2,1,,2,F
1011,15.75,"Watt, Miss. Bertha J",1,2,1,,2,G
1012,7.75,"Kiernan, Mr. John",2,3,0,,1,F
1013,57.75,"Schabert, Mrs. Paul (Emma Mock)",2,1,1,,2,C
1014,7.25,"Carver, Mr. Alfred John",2,3,0,,1,F
1015,7.75,"Kennedy, Mr. John",2,3,0,,1,F
1016,16.1,"Cribb, Miss. Laura Alice",1,3,1,,2,F
1017,7.7958,"Brobeck, Mr. Karl Rudolf",2,3,0,,1,F
1018,23.25,"McCoy, Miss. Alicia",2,3,1,,3,F
1019,13.0,"Bowenur, Mr. Solomon",2,2,0,,1,F
1020,8.05,"Petersen, Mr. Marius",2,3,0,,1,F
1021,8.05,"Spinner, Mr. Henry John",2,3,0,,1,F
1022,28.5,"Gracie, Col. Archibald IV",2,1,0,,1,C
1023,25.4667,"Lefebre, Mrs. Frank (Frances)",2,3,1,,5,G
1024,6.4375,"Thomas, Mr. Charles P",2,3,0,,1,G
1025,7.8958,"Dintcheff, Mr. Valtcho",2,3,0,,1,F
1026,7.8542,"Carlsson, Mr. Carl Robert",2,3,0,,1,F
1027,7225,"Zakarian, Mr. Mapriededer",2,3,0,,1,F
1028,13.0,"Schmidt, Mr. August",2,2,0,,1,F
1029,8.05,"Drapkin, Miss. Jennie",2,3,1,,1,F
1030,46.9,"Goodwin, Mr. Charles Frederick",2,3,0,,8,Unknown
1031,46.9,"Goodwin, Miss. Jessie Allis",1,3,1,,8,G
1032,151.55,"Daniels, Miss. Sarah",2,1,1,,6,C
1033,262375,"Ryerson, Mr. Arthur Larned",2,1,0,,7,B
1034,26.0,"Beauchamp, Mr. Henry James",2,2,0,,2,F
1035,26.55,"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey"")""",2,1,0,,1,E
1036,18.0,"Vander Planke, Mr. Julius",2,3,0,,2,E
1037,51.8625,"Hilliard, Mr. Herbert Henry",2,1,0,,2,E
1038,8.05,"Davies, Mr. Evan",2,3,0,,1,F
1039,26.55,"Crafton, Mr. John Bertram",2,1,0,,1,E
1040,26.0,"Lahtinen, Rev. William",2,2,0,,2,F
1041,83.1583,"Earnshaw, Mrs. Boulton (Olive Potter)",2,1,1,,3,C
1042,7.8958,"Matinoff, Mr. Nicola",2,3,0,,1,F
1043,,"Storey, Mr. Thomas",2,3,0,,1,G
1044,12.1833,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",2,3,1,,2,G
1045,31.3875,"Asplund, Master. Filip Oscar",1,3,0,,7,G
1046,7.55,"Duquemin, Mr. Joseph",2,3,0,,1,F
1047,221.7792,"Bird, Miss. Ellen",2,1,1,,4,C
1048,7.8542,"Lundin, Miss. Olga Elida",2,3,1,,1,F
1049,26.55,"Borebank, Mr. John James",2,1,0,,1,D
1050,13775,"Peacock, Mrs. Benjamin (Edith Nile)",2,3,1,,3,G
1051,7.7333,"Smyth, Miss. Julia",2,3,1,,1,F
1052,15.2458,"Touma, Master. Georges Youssef",1,3,0,,3,G
1053,13.5,"Wright, Miss. Marion",2,2,1,,1,D
1054,7.0,"Pearce, Mr. Ernest",2,3,0,,1,F
1055,13.0,"Peruschitz, Rev. Joseph Maria",2,2,0,,1,F
1056,22025,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",2,3,1,,3,F
1057,50.4958,"Brandeis, Mr. Emil",2,1,0,,1,B
1058,34375,"Ford, Mr. Edward Watson",2,3,0,,5,G
1059,27.7208,"Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)",2,1,1,,1,E
1060,8.9625,"Hellstrom, Miss. Hilda Maria",2,3,1,,1,E
1061,7.55,"Lithman, Mr. Simon",2,3,0,,1,F
1062,7225,"Zakarian, Mr. Ortin",2,3,0,,1,F
1063,13.9,"Dyker, Mr. Adolf Fredrik",2,3,0,,2,G
1064,7.2292,"Torfa, Mr. Assad",2,3,0,,1,F
1065,31.3875,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",2,3,0,,7,G
1066,39.0,"Brown, Miss. Edith Eileen",1,2,1,,3,F
1067,36.75,"Sincock, Miss. Maude",2,2,1,,4,G
1068,55.4417,"Stengel, Mr. Charles Emil Henry",2,1,0,,2,C
1069,39.0,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",2,2,1,,4,F
1070,83.1583,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",2,1,1,,3,E
1071,13.0,"McCrie, Mr. James Matthew",2,2,0,,1,F
1072,83.1583,"Compton, Mr. Alexander Taylor Jr",2,1,0,,3,E
1073,53.1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",2,1,1,,2,D
1074,7.75,"Lane, Mr. Patrick",2,3,0,,1,F
1075,247.5208,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",2,1,1,,3,B
1076,16.0,"Maybery, Mr. Frank Hubert",2,2,0,,1,D
1077,21.0,"Phillips, Miss. Alice Frances Louisa",2,2,1,,2,G
1078,8.05,"Davies, Mr. Joseph",1,3,0,,1,F
1079,69.55,"Sage, Miss. Ada",2,3,1,,11,G
1080,13.0,"Veal, Mr. James",2,2,0,,1,F
1081,26.0,"Angle, Mr. William A",2,2,0,,2,F
1082,26.0,"Salomon, Mr. Abraham L",2,1,0,,1,E
1083,14.5,"van Billiard, Master. Walter John",1,3,0,,3,G
1084,12.35,"Lingane, Mr. John",2,2,0,,1,F
1085,32.5,"Drew, Master. Marshall Brines",1,2,0,,3,F
1086,7.8542,"Karlsson, Mr. Julius Konrad Eugen",2,3,0,,1,F
1087,134.5,"Spedden, Master. Robert Douglas",1,1,0,,5,E
1088,7775,"Nilsson, Miss. Berta Olivia",2,3,1,,1,F
1089,10.5,"Baimbrigge, Mr. Charles Robert",2,2,0,,1,F
1090,8.1125,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",2,3,1,,1,F
1091,15.5,"Murphy, Miss. Nora",2,3,1,,2,F
1092,14.4,"Danbom, Master. Gilbert Sigvard Emanuel",0,3,0,,3,G
1093,227525,"Astor, Col. John Jacob",2,1,0,,5,C
1094,26.0,"Quick, Miss. Winifred Vera",1,2,1,,3,G
1095,10.5,"Andrew, Mr. Frank Thomas",2,2,0,,1,F
1096,25.7417,"Omont, Mr. Alfred Fernand",2,1,0,,1,E
1097,7.75,"McGowan, Miss. Katherine",2,3,1,,1,F
1098,10.5,"Collett, Mr. Sidney C Stuart",2,2,0,,1,F
1099,27.7208,"Rosenbaum, Miss. Edith Louise",2,1,1,,1,A
1100,7.8958,"Delalic, Mr. Redjo",2,3,0,,1,F
1101,22525,"Andersen, Mr. Albert Karvin",2,3,0,,3,F
1102,7.05,"Finoli, Mr. Luigi",2,3,0,,1,F
1103,73.5,"Deacon, Mr. Percy William",1,2,0,,7,G
1104,26.0,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",2,2,1,,2,F
1105,7775,"Andersson, Miss. Ida Augusta Margareta",2,3,1,,1,F
1106,42.5,"Head, Mr. Christopher",2,1,0,,1,B
1107,7.8792,"Mahon, Miss. Bridget Delia",2,3,1,,1,F
1108,164.8667,"Wick, Mr. George Dennick",2,1,0,,4,C
1109,211.5,"Widener, Mrs. George Dunton (Eleanor Elkins)",2,1,1,,5,C
1110,8.05,"Thomson, Mr. Alexander Morrison",2,3,0,,1,F
1111,13.8583,"Duran y More, Miss. Florentina",2,2,1,,1,D
1112,8.05,"Reynolds, Mr. Harold J",2,3,0,,1,F
1113,10.5,"Cook, Mrs. (Selena Rogers)",2,2,1,,1,F
1114,7.7958,"Karlsson, Mr. Einar Gervasius",2,3,0,,1,F
1115,27.4458,"Candee, Mrs. Edward (Helen Churchill Hungerford)",2,1,1,,1,E
1116,15.2458,"Moubarek, Mrs. George (Omine Amenia"" Alexander)""",2,3,1,,3,G
1117,7.7958,"Asplund, Mr. Johan Charles",2,3,0,,1,F
1118,7.75,"McNeill, Miss. Bridget",2,3,1,,1,F
1119,15.1,"Everett, Mr. Thomas James",2,3,0,,2,F
1120,13.0,"Hocking, Mr. Samuel James Metcalfe",2,2,0,,1,F
1121,65.0,"Sweet, Mr. George Frederick",1,2,0,,5,F
1122,26.55,"Willard, Miss. Constance",2,1,1,,1,E
1123,6.4958,"Wiklund, Mr. Karl Johan",2,3,0,,1,G
1124,7.8792,"Linehan, Mr. Michael",2,3,0,,1,F
1125,71.2833,"Cumings, Mr. John Bradley",2,1,0,,2,C
1126,7.8542,"Vendel, Mr. Olof Edvin",2,3,0,,1,F
1127,75.25,"Warren, Mr. Frank Manley",2,1,0,,2,D
1128,7225,"Baccos, Mr. Raffull",2,3,0,,1,F
1129,13.0,"Hiltunen, Miss. Marta",2,2,1,,1,F
1130,106425,"Douglas, Mrs. Walter Donald (Mahala Dutton)",2,1,1,,3,C
1131,27.7208,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",2,1,1,,1,E
1132,30.0,"Christy, Mrs. (Alice Frances)",2,2,1,,2,D
1133,134.5,"Spedden, Mr. Frederic Oakley",2,1,0,,5,E
1134,7.8875,"Hyman, Mr. Abraham",2,3,0,,1,F
1135,23.45,"Johnston, Master. William Arthur Willie""""",2,3,0,,4,G
1136,51.8625,"Kenyon, Mr. Frederick R",2,1,0,,2,D
1137,21.0,"Karnes, Mrs. J Frank (Claire Bennett)",2,2,1,,2,G
1138,32.5,"Drew, Mr. James Vivian",2,2,0,,3,F
1139,26.0,"Hold, Mrs. Stephen (Annie Margaret Hill)",2,2,1,,2,F
1140,14.4542,"Khalil, Mrs. Betros (Zahie Maria"" Elias)""",2,3,1,,2,F
1141,27.75,"West, Miss. Barbara J",0,2,1,,4,G
1142,7925,"Abrahamsson, Mr. Abraham August Johannes",2,3,0,,1,F
1143,136.7792,"Clark, Mr. Walter Miller",2,1,0,,2,C
1144,9325,"Salander, Mr. Karl Johan",2,3,0,,1,E
1145,9.5,"Wenzel, Mr. Linhart",2,3,0,,1,E
1146,7.55,"MacKay, Mr. George William",2,3,0,,1,F
1147,7.75,"Mahon, Mr. John",2,3,0,,1,F
1148,8.05,"Niklasson, Mr. Samuel",2,3,0,,1,F
1149,13.0,"Bentham, Miss. Lilian W",2,2,1,,1,F
1150,7775,"Midtsjo, Mr. Karl Albert",2,3,0,,1,F
1151,17.4,"de Messemaeker, Mr. Guillaume Joseph",2,3,0,,2,E
1152,7.8542,"Nilsson, Mr. August Ferdinand",2,3,0,,1,F
1153,23.0,"Wells, Mrs. Arthur Henry (Addie"" Dart Trevaskis)""",2,2,1,,3,G
1154,12.1833,"Klasen, Miss. Gertrud Emilia",0,3,1,,2,G
1155,12.7375,"Portaluppi, Mr. Emilio Ilario Giuseppe",2,2,0,,1,F
1156,7.8958,"Lyntakoff, Mr. Stanko",2,3,0,,1,F
1157,0.0,"Chisholm, Mr. Roderick Robert Crispin",2,1,0,,1,E
1158,7.55,"Warren, Mr. Charles William",2,3,0,,1,F
1159,8.05,"Howard, Miss. May Elizabeth",2,3,1,,1,F
1160,8.6625,"Pokrnic, Mr. Mate",1,3,0,,1,E
1161,75.2417,"McCaffry, Mr. Thomas Francis",2,1,0,,2,C
1162,7.75,"Fox, Mr. Patrick",2,3,0,,1,F
1163,136.7792,"Clark, Mrs. Walter Miller (Virginia McDowell)",2,1,1,,2,C
1164,15.5,"Lennon, Miss. Mary",2,3,1,,2,F
1165,7225,"Saade, Mr. Jean Nassr",2,3,0,,1,F
1166,26.0,"Bryhl, Miss. Dagmar Jenny Ingeborg ",2,2,1,,2,F
1167,10.5,"Parker, Mr. Clifford Richard",2,2,0,,1,F
1168,26.0,"Faunthorpe, Mr. Harry",2,2,0,,2,F
1169,21.0,"Ware, Mr. John James",2,2,0,,2,G
1170,10.5,"Oxenham, Mr. Percy Thomas",2,2,0,,1,F
1171,8.6625,"Oreskovic, Miss. Jelka",2,3,1,,1,E
1172,13775,"Peacock, Master. Alfred Edward",0,3,0,,3,G
1173,7.75,"Fleming, Miss. Honora",2,3,1,,1,F
1174,15.2458,"Touma, Miss. Maria Youssef",1,3,1,,3,G
1175,20.2125,"Rosblom, Miss. Salli Helena",0,3,1,,3,G
1176,7.25,"Dennis, Mr. William",2,3,0,,1,F
1177,7.25,"Franklin, Mr. Charles (Charles Fardon)",2,3,0,,1,F
1178,82.2667,"Snyder, Mr. John Pillsbury",2,1,0,,2,B
1179,7.2292,"Mardirosian, Mr. Sarkis",2,3,0,,1,F
1180,8.05,"Ford, Mr. Arthur",2,3,0,,1,F
1181,39.6,"Rheims, Mr. George Alexander Lucien",2,1,0,,1,C
1182,6.95,"Daly, Miss. Margaret Marcella Maggie""""",2,3,1,,1,G
1183,7.2292,"Nasr, Mr. Mustafa",2,3,0,,1,F
1184,81.8583,"Dodge, Dr. Washington",2,1,0,,3,A
1185,9.5,"Wittevrongel, Mr. Camille",2,3,0,,1,E
1186,7.8958,"Angheloff, Mr. Minko",2,3,0,,1,F
1187,41.5792,"Laroche, Miss. Louise",0,2,1,,4,F
1188,21.6792,"Samaan, Mr. Hanna",2,3,0,,3,F
1189,45.5,"Loring, Mr. Joseph Holland",2,1,0,,1,B
1190,7.8542,"Johansson, Mr. Nils",2,3,0,,1,F
1191,7775,"Olsson, Mr. Oscar Wilhelm",2,3,0,,1,F
1192,15.0458,"Malachard, Mr. Noel",2,2,0,,1,D
1193,21.0,"Phillips, Mr. Escott Robert",2,2,0,,2,G
1194,8.6625,"Pokrnic, Mr. Tome",2,3,0,,1,E
1195,7.75,"McCarthy, Miss. Catherine Katie""""",2,3,1,,1,F
1196,26.55,"Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead)",2,1,1,,1,B
1197,151.55,"Allison, Mr. Hudson Joshua Creighton",2,1,0,,6,C
1198,9.35,"Aks, Master. Philip Frank",0,3,0,,2,G
1199,93.5,"Hays, Mr. Charles Melville",2,1,0,,4,B
1200,14.1083,"Hansen, Mrs. Claus Peter (Jennie L Howard)",2,3,1,,2,F
1201,8.6625,"Cacic, Mr. Jego Grga",2,3,0,,1,E
1202,7225,"Vartanian, Mr. David",2,3,0,,1,F
1203,7575,"Sadowitz, Mr. Harry",2,3,0,,1,F
1204,7.75,"Carr, Miss. Jeannie",2,3,1,,1,F
1205,135.6333,"White, Mrs. John Stuart (Ella Holmes)",2,1,1,,4,C
1206,7.7333,"Hagardon, Miss. Kate",1,3,1,,1,F
1207,146.5208,"Spencer, Mr. William Augustus",2,1,0,,3,B
1208,10.5,"Rogers, Mr. Reginald Harry",2,2,0,,1,F
1209,7.8542,"Jonsson, Mr. Nils Hilding",2,3,0,,1,F
1210,31.5,"Jefferys, Mr. Ernest Wilfred",2,2,0,,3,G
1211,7775,"Andersson, Mr. Johan Samuel",2,3,0,,1,F
1212,7.2292,"Krekorian, Mr. Neshan",2,3,0,,1,F
1213,13.0,"Nesson, Mr. Israel",2,2,0,,1,F
1214,26.55,"Rowe, Mr. Alfred G",2,1,0,,1,E
1215,211.3375,"Kreuchen, Miss. Emilie",2,1,1,,4,C
1216,7.05,"Assam, Mr. Ali",2,3,0,,1,F
1217,39.0,"Becker, Miss. Ruth Elizabeth",1,2,1,,4,F
1218,79.2,"Rosenshine, Mr. George (Mr George Thorne"")""",2,1,0,,2,A
1219,26.0,"Clarke, Mr. Charles Valentine",2,2,0,,2,F
1220,13.0,"Enander, Mr. Ingvar",2,2,0,,1,F
1221,36.75,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",2,2,1,,4,G
1222,29.7,"Dulles, Mr. William Crothers",2,1,0,,1,A
1223,7225,"Thomas, Mr. Tannous",2,3,0,,1,F
1224,15.7417,"Nakid, Mrs. Said (Waika Mary"" Mowad)""",2,3,1,,3,G
1225,7.8958,"Cor, Mr. Ivan",2,3,0,,1,F
1226,26.0,"Maguire, Mr. John Edward",2,1,0,,1,C
1227,13.0,"de Brito, Mr. Jose Joaquim",2,2,0,,1,F
1228,7.2292,"Elias, Mr. Joseph",2,3,0,,1,F
1229,31.5,"Denbury, Mr. Herbert",2,2,0,,3,G
1230,7.2292,"Betros, Master. Seman",2,3,0,,1,F
1231,10.5,"Fillbrook, Mr. Joseph Charles",2,2,0,,1,F
1232,7.5792,"Lundstrom, Mr. Thure Edvin",2,3,0,,1,F
1233,69.55,"Sage, Mr. John George",2,3,0,,11,G
1234,512.3292,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",2,1,1,,4,B
1235,14.5,"van Billiard, Master. James William",2,3,0,,3,G
1236,7.65,"Abelseth, Miss. Karen Marie",1,3,1,,1,F
1237,13.0,"Botsford, Mr. William Hull",2,2,0,,1,F
1238,7.2292,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",2,3,1,,1,F
1239,13.5,"Giles, Mr. Ralph",2,2,0,,1,D
1240,21.0,"Walcroft, Miss. Nellie",2,2,1,,2,G
1241,63.3583,"Greenfield, Mrs. Leo David (Blanche Strouse)",2,1,1,,2,D
1242,10.5,"Stokes, Mr. Philip Joseph",2,2,0,,1,F
1243,73.5,"Dibden, Mr. William",2,2,0,,7,Unknown
1244,65.0,"Herman, Mr. Samuel",2,2,0,,5,F
1245,20575,"Dean, Miss. Elizabeth Gladys Millvina""""",0,3,1,,4,G
1246,26.0,"Julian, Mr. Henry Forbes",2,1,0,,1,E
1247,51.4792,"Brown, Mrs. John Murray (Caroline Lane Lamson)",2,1,1,,2,C
1248,7.8792,"Lockyer, Mr. Edward",2,3,0,,1,F
1249,7.75,"O'Keefe, Mr. Patrick",2,3,0,,1,F
1250,15.55,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",2,3,1,,2,F
1251,69.55,"Sage, Master. William Henry",1,3,0,,11,Unknown
1252,37.0042,"Mallet, Mrs. Albert (Antoinette Magnin)",2,2,1,,3,F
1253,21.0,"Ware, Mrs. John James (Florence Louise Long)",2,2,1,,2,G
1254,8.6625,"Strilic, Mr. Ivan",2,3,0,,1,E
1255,55.4417,"Harder, Mrs. George Achilles (Dorothy Annan)",2,1,1,,2,E
1256,69.55,"Sage, Mrs. John (Annie Bullen)",2,3,1,,11,G
1257,14.4583,"Caram, Mr. Joseph",2,3,0,,2,F
1258,39.6875,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",2,3,1,,7,G
1259,59.4,"Gibson, Mrs. Leonard (Pauline C Boeson)",2,1,1,,2,A
1260,13.8583,"Pallas y Castello, Mr. Emilio",2,2,0,,1,D
1261,11.5,"Giles, Mr. Edgar",2,2,0,,1,F
1262,134.5,"Wilson, Miss. Helen Alice",2,1,1,,5,E
1263,0.0,"Ismay, Mr. Joseph Bruce",2,1,0,,2,B
1264,13.0,"Harbeck, Mr. William H",2,2,0,,1,F
1265,81.8583,"Dodge, Mrs. Washington (Ruth Vidaver)",2,1,1,,3,A
1266,262375,"Bowen, Miss. Grace Scott",2,1,1,,7,B
1267,8.6625,"Kink, Miss. Maria",2,3,1,,1,E
1268,11.5,"Cotterill, Mr. Henry Harry""""",2,2,0,,1,F
1269,50.0,"Hipkins, Mr. William Edward",2,1,0,,1,C
1270,31.3875,"Asplund, Master. Carl Edgar",1,3,0,,7,G
1271,7.75,"O'Connor, Mr. Patrick",2,3,0,,1,F
1272,7.8792,"Foley, Mr. Joseph",2,3,0,,1,F
1273,14.5,"Risien, Mrs. Samuel (Emma)",2,3,1,,2,F
1274,16.1,"McNamee, Mrs. Neal (Eileen O'Leary)",2,3,1,,2,F
1275,12875,"Wheeler, Mr. Edwin Frederick""""",2,2,0,,1,F
1276,65.0,"Herman, Miss. Kate",2,2,1,,5,F
1277,7775,"Aronsson, Mr. Ernst Axel Algot",2,3,0,,1,F
1278,13.0,"Ashby, Mr. John",2,2,0,,1,F
1279,7.75,"Canavan, Mr. Patrick",2,3,0,,1,F
1280,21075,"Palsson, Master. Paul Folke",1,3,0,,5,G
1281,93.5,"Payne, Mr. Vivian Ponsonby",2,1,0,,4,B
1282,39.4,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",2,1,1,,2,D
1283,20.25,"Abbott, Master. Eugene Joseph",1,3,0,,3,G
1284,10.5,"Gilbert, Mr. William",2,2,0,,1,F
1285,22025,"Kink-Heilmann, Mr. Anton",2,3,0,,3,F
1286,60.0,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",2,1,1,,2,C
1287,7.25,"Colbert, Mr. Patrick",2,3,0,,1,F
1288,79.2,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",2,1,1,,2,B
1289,7775,"Larsson-Rondberg, Mr. Edvard A",2,3,0,,1,F
1290,7.7333,"Conlon, Mr. Thomas Henry",2,3,0,,1,F
1291,164.8667,"Bonnell, Miss. Caroline",2,1,1,,4,C
1292,21.0,"Gale, Mr. Harry",2,2,0,,2,G
1293,59.4,"Gibson, Miss. Dorothy Winifred",2,1,1,,2,A
1294,47.1,"Carrau, Mr. Jose Pedro",1,1,0,,2,D
1295,27.7208,"Frauenthal, Mr. Isaac Gerald",2,1,0,,1,D
1296,13.8625,"Nourney, Mr. Alfred (Baron von Drachstedt"")""",2,2,0,,1,D
1297,10.5,"Ware, Mr. William Jeffery",2,2,0,,1,F
1298,211.5,"Widener, Mr. George Dunton",2,1,0,,5,C
1299,7.7208,"Riordan, Miss. Johanna Hannah""""",2,3,1,,1,F
1300,13775,"Peacock, Miss. Treasteall",1,3,1,,3,G
1301,7.75,"Naughton, Miss. Hannah",2,3,1,,1,F
1302,90.0,"Minahan, Mrs. William Edward (Lillian E Thorpe)",2,1,1,,3,C
1303,7775,"Henriksson, Miss. Jenny Lovisa",2,3,1,,1,F
1304,8.05,"Spector, Mr. Woolf",2,3,0,,1,F
1305,108.9,"Oliva y Ocana, Dona. Fermina",2,1,1,,3,C
1306,7.25,"Saether, Mr. Simon Sivertsen",2,3,0,,1,F
1307,8.05,"Ware, Mr. Frederick",2,3,0,,1,F
1308,22.3583,"Peter, Master. Michael J",2,3,0,,3,F
